DEPARTURE_AIRPORT_IATA,ARRIVAL_AIRPORT_IATA,tot_available_inbound_flights,tot_closed_alerts,tot_entries_x,tot_entries_with_alerts,tot_flights_with_alerts,tot_generated_alerts,tot_investigated_entries,tot_investigated_flights,tot_missing_update,tot_negative_outcome,tot_open_alerts,tot_other,tot_relevant_alerts,tot_viewed_not_investigated_flights,DEPARTURE_CITY,DEPARTURE_COUNTRY,DEPARTURE_COUNTRY_CODE,ARRIVAL_CITY,ZONE,n_high_risk,n_medium_risk,alarm_reason_top,tot_entries_y,tot_investigated,tot_alarms,n_records,alarm_intensity,alert_rate,investigation_rate,alert_rate_ALB,pct_nat_ALB,alert_rate_AFG,pct_nat_AFG,alert_rate_doc_N.D.,alert_rate_doc_Visto,alert_rate_doc_Permesso di soggiorno,pct_SEGNALATO,pct_IN ATTESA,pct_RESPINTO,pct_FERMATO,data_coverage,route,if_anomaly,if_score,lof_anomaly,lof_score,dbscan_anomaly,z_max,z_anomaly,anomaly_votes,anomaly_consensus
OUA,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,right_only,OUA→BLQ,0,-0.12906753632843554,0,1.1766397648368285,0,3.2802494050800304,1,1,0
OXB,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,right_only,OXB→BLQ,0,-0.1892647801306473,0,1.020635270483566,0,2.9676330128610218,0,0,0
OXF,LIN,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oxford,Regno Unito,GBR,Milano,2,0.0,0.0,SDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,OXF→LIN,0,-0.19304702401662316,0,0.9944746141496298,0,1.830663330879188,0,0,0
PEK,FCO,4.0,73.0,734.0,25.0,2.0,0.0,250.0,1.0,0.0,74.0,1.0,0.0,1.0,0.0,Beijing,Cina,CHN,Roma,5,0.0,0.0,NO REASON PROVIDED,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,both,PEK→FCO,0,-0.022648080921605085,0,1.8495124771261207,1,7.7882220482157125,1,2,1
PEK,MXP,0.0,23.0,789.0,40.0,1.0,21.0,524.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,Beijing,Cina,CHN,Milano,2,0.0,0.0,SDI,3.0,3.0,1.0,3.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,both,PEK→MXP,0,-0.08410007255833124,0,1.0978832600033728,0,2.0065219036670223,0,0,0
PEW,BGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,right_only,PEW→BGY,0,-0.14845886839217315,0,1.0137566897331092,0,3.154159415409377,1,1,0
PEW,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,PEW→FCO,0,-0.1753671609302821,0,1.069249810651744,0,3.154159415409377,1,1,0
PEW,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8,1.0,1.0,0.0,0.2,0.0,0.2,0.4,right_only,PEW→MXP,0,-0.040675151204215276,0,1.091691574394813,0,3.9673363010005116,1,1,0
PHL,FCO,1.0,0.0,369.0,4.0,0.0,7.0,208.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Philadelphia,Stati Uniti,USA,Roma,5,0.0,1.0,SDI,2.0,5.0,1.0,2.0,0.2,0.2,2.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,both,PHL→FCO,0,-0.05870751059281143,0,1.40114903387111,0,4.759285953184926,1,1,0
PHL,PSA,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Philadelphia,Stati Uniti,USA,Pisa,8,0.0,0.0,NSIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,PHL→PSA,0,-0.1909837977751146,0,0.9903564550842564,0,1.830663330879188,0,0,0
PKX,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,2.0,1.0,0.0,2.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,right_only,PKX→FCO,0,-0.18150702303680094,0,0.9962351755764957,0,2.5771076642544473,0,0,0
PRN,MXP,0.0,0.0,498.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Pristina,Cossovo,RKS,Milano,2,0.0,0.0,MANUALE,157.0,154.0,24.0,28.0,0.15584415584415584,0.15584415584415584,0.9808917197452229,0.15584415584415584,1.0,0.0,0.0,0.25,0.0625,0.3076923076923077,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.14285714285714285,both,PRN→MXP,0,-0.04532594560247616,0,1.435874595375998,0,2.804579604618107,0,0,0
PVG,FCO,1.0,0.0,465.0,30.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Shanghai,Cina,CHN,Roma,5,0.0,0.0,MANUALE,8.0,7.0,6.0,5.0,0.8571428571428571,0.8571428571428571,0.875,0.8571428571428571,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.25,0.25,both,PVG→FCO,0,-0.05945870622115196,0,1.503998432119123,0,5.81911262808839,1,1,0
PVG,MXP,1.0,12.0,255.0,19.0,1.0,1.0,0.0,2.0,0.0,16.0,0.0,0.0,2.0,2.0,Shanghai,Cina,CHN,Milano,2,0.0,1.0,NO REASON PROVIDED,5.0,5.0,6.0,2.0,1.2,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,PVG→MXP,0,-0.02625916356285285,0,1.2437460640861464,0,4.759285953184926,1,1,0
PVR,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,right_only,PVR→FCO,0,-0.1835963143367923,0,1.0122609858743499,0,3.22789921434132,1,1,0
RAK,BGY,1.0,10.0,0.0,99.0,1.0,52.0,381.0,3.0,0.0,35.0,0.0,0.0,0.0,5.0,Marrakech,Marocco,MAR,Bergamo,2,1.0,1.0,NO REASON PROVIDED,10.0,10.0,6.0,7.0,0.6,0.6,1.0,0.6666666666666666,0.8571428571428571,0.0,0.14285714285714285,0.0,1.6666666666666667,1.0,0.2,0.0,0.2,0.6,both,RAK→BGY,1,0.06623129186511523,0,1.2978959184669356,0,4.759285953184926,1,2,1
RAK,BLQ,3.0,0.0,419.0,0.0,0.0,0.0,146.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Marrakech,Marocco,MAR,Bologna,8,0.0,0.0,TSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,RAK→BLQ,0,-0.1467939561701339,0,1.564143288022964,0,1.830663330879188,0,0,0
RAK,CIA,4.0,0.0,0.0,18.0,1.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,Marrakech,Marocco,MAR,Roma,5,0.0,0.0,NSIS,5.0,7.0,4.0,4.0,0.5714285714285714,0.5714285714285714,1.4,0.5714285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,both,RAK→CIA,0,-0.06570429643498438,0,1.404818613567286,0,2.9676330128610218,0,0,0
RAK,FCO,1.0,0.0,470.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marrakech,Marocco,MAR,Roma,5,0.0,0.0,MANUALE,4.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,both,RAK→FCO,0,-0.11875419989645236,0,1.3788495188180712,0,2.5771076642544473,0,0,0
RAK,MXP,3.0,79.0,738.0,0.0,1.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,Marrakech,Marocco,MAR,Milano,2,0.0,0.0,INTERPOL,18.0,18.0,1.0,9.0,0.05555555555555555,0.05555555555555555,1.0,0.0625,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.42857142857142855,both,RAK→MXP,0,-0.07451601499644972,0,1.1264662310517197,0,2.9659366859723155,0,0,0
RAK,NAP,1.0,28.0,178.0,63.0,1.0,28.0,194.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Marrakech,Marocco,MAR,Napoli,6,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,RAK→NAP,0,-0.09081559272659967,0,1.3348577487267208,0,2.1573239576950347,0,0,0
RAK,PSA,0.0,0.0,0.0,0.0,0.0,33.0,198.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,Marrakech,Marocco,MAR,Pisa,8,0.0,0.0,NSIS,5.0,5.0,2.0,3.0,0.4,0.4,1.0,0.5,0.6666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,both,RAK→PSA,0,-0.08524666412231952,0,1.4046677331562152,0,3.49001034925192,1,1,0
RAK,TRN,0.0,29.0,0.0,0.0,1.0,26.0,169.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,Marrakech,Marocco,MAR,Torino,1,0.0,0.0,SDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,RAK→TRN,0,-0.09040140902402566,0,1.5595890664227434,0,2.184339227229254,0,0,0
RAK,TSF,1.0,21.0,0.0,25.0,1.0,0.0,198.0,1.0,0.0,83.0,0.0,0.0,1.0,2.0,Marrakech,Marocco,MAR,Treviso,4,0.0,0.0,NSIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,RAK→TSF,0,-0.05185544540081016,0,1.7116591430153008,0,3.0105129117713956,1,1,0
RBA,CIA,0.0,33.0,380.0,0.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rabat,Marocco,MAR,Roma,5,0.0,0.0,INTERPOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,RBA→CIA,0,-0.13076210569247093,0,1.6622040732598151,0,2.284078498015437,0,0,0
REC,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,right_only,REC→MXP,0,-0.1909978072173587,0,0.9959376853495552,0,2.5771076642544473,0,0,0
RMF,BGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Marsa Alam,Egitto,EGY,Bergamo,2,0.0,0.0,SDI,2.0,2.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,both,RMF→BGY,0,-0.16449288269079104,0,1.0350130686013739,0,2.5771076642544473,0,0,0
RMF,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,right_only,RMF→BLQ,0,-0.19062186215143417,0,0.9962706254183222,0,2.5771076642544473,0,0,0
RMF,FCO,0.0,0.0,184.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marsa Alam,Egitto,EGY,Roma,5,0.0,0.0,INTERPOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,RMF→FCO,0,-0.17557361395287313,0,1.9434760866557634,0,1.830663330879188,0,0,0
RMF,MXP,1.0,5.0,303.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Marsa Alam,Egitto,EGY,Milano,2,1.0,1.0,MANUALE,27.0,26.0,12.0,10.0,0.46153846153846156,0.46153846153846156,0.9629629629629629,0.46153846153846156,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,both,RMF→MXP,0,-0.012773993745997414,0,1.417573508477045,0,4.759285953184926,1,1,0
RMF,NAP,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Marsa Alam,Egitto,EGY,Napoli,6,0.0,0.0,MANUALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,RMF→NAP,0,-0.1731636836830207,0,1.4997505339005333,0,1.830663330879188,0,0,0
RMF,VRN,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Marsa Alam,Egitto,EGY,Verona,4,0.0,0.0,MANUALE,6.0,9.0,0.0,3.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,both,RMF→VRN,0,-0.133588952977355,0,1.1707768663134097,0,1.6540762280917862,0,0,0
RMO,BGY,0.0,0.0,108.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Chisinau,Moldavia,MDA,Bergamo,2,0.0,0.0,INTERPOL,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,both,RMO→BGY,0,-0.13602767339530647,0,1.0522024572801285,0,3.0650540606105423,1,1,0
RMO,BLQ,1.0,10.0,381.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,Chisinau,Moldavia,MDA,Bologna,8,0.0,0.0,MANUALE,6.0,6.0,2.0,6.0,0.3333333333333333,0.3333333333333333,1.0,0.4,0.8333333333333334,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.25,0.25,0.25,both,RMO→BLQ,0,-0.1197062919095464,0,1.175087507439967,0,1.8615433712542322,0,0,0
RMO,FCO,2.0,0.0,185.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Chisinau,Moldavia,MDA,Roma,5,0.0,0.0,NO REASON PROVIDED,2.0,1.0,0.0,2.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,both,RMO→FCO,0,-0.13797460192907962,0,1.1985840052709347,0,1.5515009399440183,0,0,0
RMO,LIN,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chisinau,Moldavia,MDA,Milano,2,0.0,0.0,NSIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,RMO→LIN,0,-0.19292716264112753,0,0.9972960453713627,0,1.830663330879188,0,0,0
RMO,MXP,0.0,14.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Chisinau,Moldavia,MDA,Milano,2,0.0,0.0,NO REASON PROVIDED,3.0,3.0,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,both,RMO→MXP,0,-0.0761245044840555,0,1.2037776029272407,0,2.685730640586978,0,0,0
RMO,PMF,0.0,0.0,137.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,Chisinau,Moldavia,MDA,Parma,8,0.0,0.0,NSIS,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,both,RMO→PMF,0,-0.12895183444404756,0,1.1216670680536267,0,3.0650540606105423,1,1,0
RMO,VCE,0.0,11.0,141.0,0.0,1.0,34.0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Chisinau,Moldavia,MDA,Venezia,4,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,RMO→VCE,0,-0.10969569508130855,0,1.2962657830079949,0,1.830663330879188,0,0,0
RMO,VRN,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,Chisinau,Moldavia,MDA,Verona,4,0.0,0.0,SDI,3.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,RMO→VRN,0,-0.13849486231311203,1,3.2907052057171833,0,2.278009794399808,0,1,0
RUH,CIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Riyadh,Arabia Saudita,SAU,Roma,5,0.0,0.0,NSIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,RUH→CIA,0,-0.20026195980099198,0,1.0041759863447246,0,1.830663330879188,0,0,0
RUH,FCO,3.0,0.0,253.0,2.0,1.0,0.0,460.0,4.0,0.0,6.0,0.0,0.0,0.0,1.0,Riyadh,Arabia Saudita,SAU,Roma,5,0.0,0.0,NO REASON PROVIDED,27.0,24.0,4.0,13.0,0.16666666666666666,0.16666666666666666,0.8888888888888888,0.047619047619047616,0.7692307692307693,1.0,0.07692307692307693,0.14285714285714285,0.0,0.0,0.5,0.25,0.125,0.0,both,RUH→FCO,0,-0.08517895610114179,0,1.1608008346677647,0,3.9673363010005116,1,1,0
RUH,LIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Riyadh,Arabia Saudita,SAU,Milano,2,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,RUH→LIN,0,-0.20026195980099198,0,1.0041759863447246,0,1.830663330879188,0,0,0
RUH,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,right_only,RUH→MXP,0,-0.19332717430709956,0,1.3300881444231638,0,1.5515009399440183,0,0,0
RUH,NAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,right_only,RUH→NAP,0,-0.1909978072173587,0,0.9959376853495552,0,2.5771076642544473,0,0,0
RUH,PSA,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Riyadh,Arabia Saudita,SAU,Pisa,8,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,RUH→PSA,0,-0.1926394084168383,0,0.9936058290744276,0,1.830663330879188,0,0,0
RUH,VCE,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Riyadh,Arabia Saudita,SAU,Venezia,4,0.0,0.0,SDI,2.0,2.0,5.0,2.0,2.5,1.0,1.0,2.5,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,both,RUH→VCE,0,-0.07158066010061642,0,1.504436036857403,0,6.403450232392042,1,1,0
SAW,BGY,1.0,37.0,1405.0,48.0,8.0,28.0,1008.0,2.0,0.0,27.0,0.0,0.0,5.0,4.0,Istanbul,Turchia,TUR,Bergamo,2,0.0,0.0,MANUALE,147.0,153.0,78.0,78.0,0.5098039215686274,0.5098039215686274,1.0408163265306123,0.46153846153846156,0.6282051282051282,0.7297297297297297,0.2948717948717949,0.32,1.0,0.37037037037037035,0.22950819672131148,0.26229508196721313,0.18032786885245902,0.14754098360655737,both,SAW→BGY,1,0.013592418807914952,0,1.1688987485462294,0,3.92259207130156,1,2,1
SAW,BLQ,4.0,7.0,677.0,8.0,5.0,14.0,712.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,Istanbul,Turchia,TUR,Bologna,8,0.0,0.0,NO REASON PROVIDED,65.0,65.0,30.0,31.0,0.46153846153846156,0.46153846153846156,1.0,0.5952380952380952,0.5483870967741935,0.3333333333333333,0.22580645161290322,0.375,0.38461538461538464,0.21428571428571427,0.25,0.3125,0.1875,0.0625,both,SAW→BLQ,0,-0.05266392215892174,0,1.025994937016347,0,2.2751520131138196,0,0,0
SAW,FCO,7.0,28.0,984.0,28.0,8.0,44.0,864.0,3.0,0.0,25.0,1.0,0.0,2.0,6.0,Istanbul,Turchia,TUR,Roma,5,0.0,0.0,SDI,128.0,129.0,56.0,75.0,0.43410852713178294,0.43410852713178294,1.0078125,0.4657534246575342,0.56,0.425531914893617,0.37333333333333335,0.32558139534883723,0.29411764705882354,0.28,0.14545454545454545,0.2,0.12727272727272726,0.21818181818181817,both,SAW→FCO,1,0.026335427175106507,0,1.5370847247346435,1,7.7882220482157125,1,3,1
SAW,VCE,2.0,0.0,184.0,9.0,1.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Istanbul,Turchia,TUR,Venezia,4,1.0,0.0,INTERPOL,31.0,32.0,2.0,14.0,0.0625,0.0625,1.032258064516129,0.2,0.2857142857142857,0.037037037037037035,0.7142857142857143,0.0,1.0,0.0625,0.3,0.2,0.3,0.1,both,SAW→VCE,0,-0.03801159677964372,0,1.4677537957228388,0,4.341238634944471,1,1,0
SDU,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,SDU→MXP,0,-0.20999168971614496,0,0.9981934632717635,0,0.8066728414995614,0,0,0
SGN,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,right_only,SGN→FCO,0,-0.19062186215143417,0,0.9962706254183222,0,2.5771076642544473,0,0,0
SGN,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,right_only,SGN→MXP,0,-0.1892647801306473,0,1.020635270483566,0,2.9676330128610218,0,0,0
SHJ,BGY,1.0,0.0,189.0,26.0,0.0,57.0,148.0,1.0,0.0,48.0,0.0,0.0,0.0,4.0,Sharjah,Emirati Arabi Uniti,ARE,Bergamo,2,0.0,0.0,TSC,54.0,56.0,5.0,15.0,0.08928571428571429,0.08928571428571429,1.037037037037037,0.38461538461538464,0.4,0.0,0.0,0.18181818181818182,0.0,0.0,0.36363636363636365,0.0,0.18181818181818182,0.2727272727272727,both,SHJ→BGY,0,-0.07026941126784164,0,1.0747624600042816,0,2.581368685700691,0,0,0
SID,FCO,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Sal,Capo Verde,CPV,Roma,5,0.0,0.0,NSIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,SID→FCO,0,-0.17112072701578435,0,1.6200471378285557,0,1.830663330879188,0,0,0
SID,MXP,2.0,0.0,20.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sal,Capo Verde,CPV,Milano,2,0.0,0.0,NSIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,SID→MXP,0,-0.16687787492696748,0,1.4111802269792315,0,1.830663330879188,0,0,0
SID,VRN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sal,Capo Verde,CPV,Verona,4,0.0,0.0,TSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,SID→VRN,0,-0.19370031935681048,0,1.1441969702512522,0,1.830663330879188,0,0,0
SIN,FCO,0.0,0.0,171.0,0.0,0.0,0.0,185.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,Singapore,Singapore,SGP,Roma,5,0.0,0.0,NSIS,2.0,2.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,both,SIN→FCO,0,-0.10164908672751666,0,1.303212598167701,0,2.5636117365672475,0,0,0
