DEPARTURE_AIRPORT_IATA,ARRIVAL_AIRPORT_IATA,tot_available_inbound_flights,tot_closed_alerts,tot_entries_x,tot_entries_with_alerts,tot_flights_with_alerts,tot_generated_alerts,tot_investigated_entries,tot_investigated_flights,tot_missing_update,tot_negative_outcome,tot_open_alerts,tot_other,tot_relevant_alerts,tot_viewed_not_investigated_flights,DEPARTURE_CITY,DEPARTURE_COUNTRY,DEPARTURE_COUNTRY_CODE,ARRIVAL_CITY,ZONE,n_high_risk,n_medium_risk,alarm_reason_top,tot_entries_y,tot_investigated,tot_alarms,n_records,alarm_intensity,alert_rate,investigation_rate,alert_rate_ALB,pct_nat_ALB,alert_rate_AFG,pct_nat_AFG,alert_rate_doc_N.D.,alert_rate_doc_Visto,alert_rate_doc_Permesso di soggiorno,pct_SEGNALATO,pct_IN ATTESA,pct_RESPINTO,pct_FERMATO,data_coverage,route,if_anomaly,if_score,lof_anomaly,lof_score,dbscan_anomaly,z_max,z_anomaly,anomaly_votes,anomaly_consensus
SIN,MXP,0.0,0.0,725.0,5.0,2.0,7.0,686.0,2.0,0.0,5.0,0.0,0.0,1.0,3.0,Singapore,Singapore,SGP,Milano,2,0.0,0.0,MANUALE,2.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,both,SIN→MXP,0,-0.05011195540361124,0,1.2353237330988969,0,2.9676330128610218,0,0,0
SJJ,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,SJJ→FCO,0,-0.1753671609302821,0,1.069249810651744,0,3.154159415409377,1,1,0
SKG,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,right_only,SKG→BLQ,0,-0.1502490240826473,0,1.0765364383618372,0,2.9676330128610218,0,0,0
SKG,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,right_only,SKG→FCO,0,-0.1835963143367923,0,1.0122609858743499,0,3.22789921434132,1,1,0
SKP,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,6.0,6.0,1.0,4.0,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,right_only,SKP→BLQ,0,-0.16552754021621957,0,1.130209309062986,0,2.252604304247053,0,0,0
SKP,FCO,1.0,0.0,184.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,2.0,Skopje,Macedonia,MKD,Roma,5,0.0,0.0,NSIS,19.0,6.0,6.0,11.0,1.0,1.0,0.3157894736842105,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.0,0.3,0.3,both,SKP→FCO,0,-0.07454597917299738,0,1.189423830540456,0,2.2219436892904385,0,0,0
SKP,MXP,0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,Skopje,Macedonia,MKD,Milano,2,0.0,0.0,MANUALE,13.0,14.0,3.0,9.0,0.21428571428571427,0.21428571428571427,1.0769230769230769,0.21428571428571427,1.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.125,0.125,0.5,0.125,both,SKP→MXP,0,-0.10051245458073438,0,1.287935815558281,0,1.9067576556606975,0,0,0
SKP,VCE,0.0,0.0,0.0,31.0,0.0,0.0,318.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Skopje,Macedonia,MKD,Venezia,4,0.0,0.0,MANUALE,7.0,7.0,3.0,7.0,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,0.8571428571428571,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.4,0.2,both,SKP→VCE,0,-0.10079887156679435,0,1.1928764766377666,0,2.252604304247053,0,0,0
SKT,BGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,right_only,SKT→BGY,0,-0.14947640982036658,0,1.1043056153684863,0,3.154159415409377,1,1,0
SLL,MXP,0.0,0.0,0.0,0.0,1.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salalah,Oman,OMN,Milano,2,0.0,0.0,INTERPOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,SLL→MXP,0,-0.16184075309781182,0,1.9375165588831007,0,1.830663330879188,0,0,0
SLL,VRN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salalah,Oman,OMN,Verona,4,0.0,0.0,MANUALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,SLL→VRN,0,-0.1876084163574186,0,1.4355382751836545,0,1.830663330879188,0,0,0
SMF,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,SMF→MXP,0,-0.1753671609302821,0,1.069249810651744,0,3.154159415409377,1,1,0
SOF,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,right_only,SOF→BLQ,0,-0.15539737788494384,0,1.042124660472632,0,2.252604304247053,0,0,0
SPX,FCO,2.0,17.0,743.0,19.0,2.0,18.0,179.0,0.0,0.0,29.0,0.0,0.0,0.0,3.0,Giza,Egitto,EGY,Roma,5,0.0,0.0,NO REASON PROVIDED,23.0,23.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,both,SPX→FCO,0,-0.08640914060965238,0,1.0482950503651698,0,2.1907390777429,0,0,0
SPX,MXP,1.0,67.0,344.0,59.0,0.0,75.0,0.0,1.0,0.0,34.0,0.0,0.0,0.0,2.0,Giza,Egitto,EGY,Milano,2,0.0,0.0,NO REASON PROVIDED,14.0,14.0,7.0,5.0,0.5,0.5,1.0,0.625,0.8,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,both,SPX→MXP,0,-0.011328823708944835,0,1.2465646270385453,0,4.270895145183304,1,1,0
SSA,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,4.0,1.0,1.0,0.25,0.25,4.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,right_only,SSA→MXP,0,-0.1343572067961742,0,1.1690129510305876,0,3.4302060575807354,1,1,0
SSH,BGY,1.0,0.0,0.0,5.0,1.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sharm El Sheikh,Egitto,EGY,Bergamo,2,0.0,0.0,INTERPOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,SSH→BGY,0,-0.14794106662683865,0,1.8285945134487167,0,1.830663330879188,0,0,0
SSH,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sharm El Sheikh,Egitto,EGY,Bologna,8,0.0,0.0,NSIS,17.0,17.0,5.0,8.0,0.29411764705882354,0.29411764705882354,1.0,0.29411764705882354,1.0,0.0,0.0,0.0,0.25,0.5,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,both,SSH→BLQ,0,-0.13967129940365675,0,1.0948504368184144,0,1.165665835276831,0,0,0
SSH,BRI,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Sharm El Sheikh,Egitto,EGY,Bari,9,0.0,0.0,MANUALE,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,both,SSH→BRI,0,-0.1583461304581824,0,1.033844491764596,0,2.5771076642544473,0,0,0
SSH,CTA,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Sharm El Sheikh,Egitto,EGY,Catania,7,0.0,0.0,MANUALE,3.0,3.0,1.0,3.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,both,SSH→CTA,0,-0.12068572054526605,0,1.2053526656942546,0,1.8519631985574307,0,0,0
SSH,FCO,1.0,0.0,565.0,0.0,4.0,0.0,175.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,Sharm El Sheikh,Egitto,EGY,Roma,5,0.0,1.0,MANUALE,22.0,15.0,12.0,13.0,0.8,0.8,0.6818181818181818,0.6153846153846154,0.8461538461538461,0.0,0.0,0.875,1.6666666666666667,0.0,0.1,0.2,0.2,0.4,both,SSH→FCO,1,0.01985656242959688,0,1.3922334405269154,0,4.759285953184926,1,2,1
SSH,MXP,7.0,69.0,598.0,46.0,6.0,115.0,402.0,5.0,0.0,28.0,0.0,0.0,0.0,7.0,Sharm El Sheikh,Egitto,EGY,Milano,2,0.0,0.0,SDI,93.0,94.0,37.0,47.0,0.39361702127659576,0.39361702127659576,1.010752688172043,0.3764705882352941,0.8936170212765957,0.0,0.0,0.35135135135135137,0.5,0.125,0.1891891891891892,0.1891891891891892,0.13513513513513514,0.2972972972972973,both,SSH→MXP,0,-0.043984645596473304,0,1.0230209625882363,0,2.859528973501182,0,0,0
SSH,NAP,3.0,0.0,525.0,0.0,2.0,0.0,174.0,3.0,0.0,16.0,0.0,0.0,0.0,1.0,Sharm El Sheikh,Egitto,EGY,Napoli,6,0.0,0.0,NSIS,5.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,both,SSH→NAP,0,-0.020307149972266236,0,1.4361037384445885,0,7.1895154097494505,1,1,0
SSH,VCE,1.0,0.0,216.0,16.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sharm El Sheikh,Egitto,EGY,Venezia,4,0.0,0.0,INTERPOL,13.0,13.0,2.0,5.0,0.15384615384615385,0.15384615384615385,1.0,0.15384615384615385,1.0,0.0,0.0,0.1111111111111111,0.0,0.25,0.5,0.25,0.0,0.0,both,SSH→VCE,0,-0.11976241931088549,0,1.1822010208538238,0,1.5515009399440183,0,0,0
SSH,VRN,0.0,8.0,194.0,0.0,0.0,0.0,354.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,Sharm El Sheikh,Egitto,EGY,Verona,4,0.0,0.0,NO REASON PROVIDED,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,both,SSH→VRN,0,-0.05356055429719048,0,1.2850359257749344,0,2.685730640586978,0,0,0
STN,AOI,0.0,13.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,London,Regno Unito,GBR,Ancona,8,0.0,0.0,NO REASON PROVIDED,9.0,9.0,2.0,7.0,0.2222222222222222,0.2222222222222222,1.0,0.2857142857142857,0.8571428571428571,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,both,STN→AOI,0,-0.11176100705403685,0,2.09052108428477,0,1.5770095354841835,0,0,0
STN,BDS,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London,Regno Unito,GBR,Brindisi,9,0.0,0.0,NO REASON PROVIDED,4.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,both,STN→BDS,0,-0.15888394618117246,0,1.472529766528322,0,1.5558119264067445,0,0,0
STN,BGY,14.0,25.0,928.0,29.0,5.0,76.0,2240.0,12.0,0.0,18.0,0.0,1.0,3.0,10.0,London,Regno Unito,GBR,Bergamo,2,0.0,0.0,INTERPOL,157.0,156.0,37.0,101.0,0.23717948717948717,0.23717948717948717,0.9936305732484076,0.24647887323943662,0.8613861386138614,0.0,0.019801980198019802,0.28125,0.40625,0.1,0.21794871794871795,0.11538461538461539,0.20512820512820512,0.2948717948717949,both,STN→BGY,0,-0.0021201722182541127,0,1.0815139535201175,0,3.494328943656091,1,1,0
STN,BLQ,4.0,11.0,894.0,41.0,5.0,18.0,148.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,London,Regno Unito,GBR,Bologna,8,1.0,0.0,MANUALE,74.0,76.0,17.0,39.0,0.2236842105263158,0.2236842105263158,1.027027027027027,0.25757575757575757,0.9230769230769231,0.0,0.0,0.07142857142857142,0.6,0.6666666666666666,0.28,0.24,0.2,0.2,both,STN→BLQ,0,-0.04048400567693988,0,1.156462655152017,0,4.341238634944471,1,1,0
STN,BRI,1.0,3.0,352.0,9.0,0.0,0.0,554.0,3.0,0.0,14.0,0.0,0.0,0.0,2.0,London,Regno Unito,GBR,Bari,9,0.0,0.0,TSC,24.0,24.0,11.0,14.0,0.4583333333333333,0.4583333333333333,1.0,0.47619047619047616,0.8571428571428571,0.0,0.07142857142857142,0.16666666666666666,1.2,0.375,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,both,STN→BRI,0,-0.07490705980515228,0,1.095941487504123,0,2.96493230743306,0,0,0
STN,CAG,2.0,17.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London,Regno Unito,GBR,Cagliari,5,0.0,0.0,NO REASON PROVIDED,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,both,STN→CAG,0,-0.11400669819502485,0,1.3616200724501215,0,2.5771076642544473,0,0,0
STN,CIA,8.0,2.0,1333.0,36.0,7.0,29.0,1671.0,9.0,0.0,23.0,0.0,0.0,0.0,17.0,London,Regno Unito,GBR,Roma,5,0.0,0.0,NO REASON PROVIDED,59.0,68.0,20.0,49.0,0.29411764705882354,0.29411764705882354,1.152542372881356,0.3125,0.9183673469387755,0.0,0.02040816326530612,0.25,0.5833333333333334,0.0,0.13157894736842105,0.13157894736842105,0.21052631578947367,0.3157894736842105,both,STN→CIA,0,-0.03558909428965906,0,1.0316850170770777,0,3.8151859649193685,1,1,0
STN,CTA,0.0,8.0,162.0,0.0,1.0,18.0,169.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,London,Regno Unito,GBR,Catania,7,0.0,0.0,NO REASON PROVIDED,4.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0,0.5,both,STN→CTA,0,-0.08102073325507303,0,1.3191917971300482,0,1.6540762280917862,0,0,0
STN,FCO,0.0,0.0,133.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London,Regno Unito,GBR,Roma,5,0.0,0.0,INTERPOL,4.0,3.0,0.0,3.0,0.0,0.0,0.75,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,both,STN→FCO,0,-0.15484368284781191,0,1.0374584740856678,0,2.9676330128610218,0,0,0
STN,GOA,0.0,0.0,119.0,0.0,1.0,5.0,181.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,London,Regno Unito,GBR,Genova,1,0.0,0.0,NO REASON PROVIDED,39.0,40.0,3.0,20.0,0.075,0.075,1.0256410256410255,0.07692307692307693,0.95,0.0,0.0,0.14285714285714285,0.08333333333333333,0.16666666666666666,0.125,0.125,0.3125,0.25,both,STN→GOA,0,-0.11376851935775423,0,1.0502864643246046,0,1.8904496180928085,0,0,0
STN,MXP,6.0,8.0,796.0,25.0,5.0,35.0,796.0,3.0,0.0,11.0,0.0,0.0,0.0,7.0,London,Regno Unito,GBR,Milano,2,0.0,0.0,MANUALE,120.0,124.0,47.0,65.0,0.3790322580645161,0.3790322580645161,1.0333333333333334,0.40350877192982454,0.9076923076923077,0.3333333333333333,0.03076923076923077,0.5,0.13043478260869565,0.15789473684210525,0.18867924528301888,0.16981132075471697,0.20754716981132076,0.2830188679245283,both,STN→MXP,0,-0.053253837037845086,0,1.015302239551478,0,2.5530114762688885,0,0,0
STN,NAP,6.0,5.0,512.0,9.0,6.0,24.0,495.0,4.0,0.0,20.0,0.0,0.0,0.0,1.0,London,Regno Unito,GBR,Napoli,6,0.0,0.0,NO REASON PROVIDED,11.0,11.0,1.0,8.0,0.09090909090909091,0.09090909090909091,1.0,0.09090909090909091,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2857142857142857,0.0,0.5714285714285714,both,STN→NAP,0,-0.07215689832169941,0,1.017185502623779,0,2.52462601149235,0,0,0
STN,PEG,1.0,0.0,165.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London,Regno Unito,GBR,Perugia,5,0.0,0.0,NO REASON PROVIDED,24.0,26.0,3.0,16.0,0.11538461538461539,0.11538461538461539,1.0833333333333333,0.12,0.9375,0.0,0.0,0.0,0.14285714285714285,0.0,0.23076923076923078,0.23076923076923078,0.0,0.23076923076923078,both,STN→PEG,0,-0.1261289068583658,0,1.1919594524740709,0,1.2351062816417089,0,0,0
STN,PMO,0.0,11.0,0.0,16.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,London,Regno Unito,GBR,Palermo,7,0.0,0.0,MANUALE,5.0,9.0,0.0,5.0,0.0,0.0,1.8,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.2,both,STN→PMO,0,-0.0886924833977405,0,1.570259277568924,0,1.5349174298102022,0,0,0
STN,PSA,1.0,3.0,537.0,24.0,3.0,9.0,687.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,London,Regno Unito,GBR,Pisa,8,0.0,0.0,TSC,63.0,63.0,19.0,36.0,0.30158730158730157,0.30158730158730157,1.0,0.3,0.9444444444444444,0.0,0.0,0.125,0.13333333333333333,1.1428571428571428,0.034482758620689655,0.27586206896551724,0.2413793103448276,0.3103448275862069,both,STN→PSA,0,-0.06707352835740832,0,1.0137286891330846,0,2.513277503187719,0,0,0
STN,PSR,1.0,0.0,349.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,London,Regno Unito,GBR,Pescara,9,0.0,0.0,NO REASON PROVIDED,13.0,13.0,7.0,9.0,0.5384615384615384,0.5384615384615384,1.0,0.5384615384615384,1.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,both,STN→PSR,0,-0.1034127561928096,0,1.1613888754178605,0,2.8350260815034125,0,0,0
STN,SUF,0.0,0.0,69.0,0.0,2.0,3.0,94.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,London,Regno Unito,GBR,Lamezia Terme,6,0.0,0.0,MANUALE,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,both,STN→SUF,0,-0.11600508844502683,0,1.365444174376068,0,2.5771076642544473,0,0,0
STN,TRN,3.0,5.0,627.0,19.0,1.0,25.0,173.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,London,Regno Unito,GBR,Torino,1,0.0,0.0,MANUALE,44.0,44.0,6.0,29.0,0.13636363636363635,0.13636363636363635,1.0,0.0975609756097561,0.896551724137931,1.0,0.034482758620689655,0.09523809523809523,0.0,0.18181818181818182,0.08695652173913043,0.21739130434782608,0.43478260869565216,0.13043478260869565,both,STN→TRN,0,-0.07936715114039578,0,1.0995578599374205,0,3.9673363010005116,1,1,0
STN,TRS,4.0,1.0,318.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,London,Regno Unito,GBR,Trieste,4,0.0,0.0,NO REASON PROVIDED,7.0,9.0,3.0,6.0,0.3333333333333333,0.3333333333333333,1.2857142857142858,0.5,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,both,STN→TRS,0,-0.059419361156253736,0,1.2252422080429954,0,2.5636117365672475,0,0,0
STN,VCE,8.0,4.0,644.0,27.0,5.0,49.0,869.0,8.0,0.0,17.0,0.0,0.0,0.0,3.0,London,Regno Unito,GBR,Venezia,4,0.0,0.0,NO REASON PROVIDED,66.0,71.0,15.0,45.0,0.2112676056338028,0.2112676056338028,1.0757575757575757,0.1896551724137931,0.8222222222222222,0.6,0.06666666666666667,0.36363636363636365,0.0,0.3333333333333333,0.17647058823529413,0.14705882352941177,0.17647058823529413,0.23529411764705882,both,STN→VCE,0,-0.057533955639195,0,1.0311553384455332,0,2.810894011729287,0,0,0
STN,VRN,0.0,4.0,166.0,4.0,1.0,23.0,160.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,London,Regno Unito,GBR,Verona,4,0.0,0.0,NO REASON PROVIDED,42.0,42.0,7.0,22.0,0.16666666666666666,0.16666666666666666,1.0,0.1891891891891892,0.8636363636363636,0.0,0.045454545454545456,0.2857142857142857,0.0,0.08333333333333333,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.29411764705882354,both,STN→VRN,0,-0.10688107207591263,0,1.0211830520238014,0,1.460013161147468,0,0,0
SVO,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,right_only,SVO→MXP,0,-0.15539737788494384,0,1.042124660472632,0,2.252604304247053,0,0,0
SYD,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,3.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.0,right_only,SYD→FCO,0,-0.09217136290859412,0,1.1538620569932379,0,2.5771076642544473,0,0,0
SYD,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,3.0,3.0,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,right_only,SYD→MXP,0,-0.18333330858558983,0,1.0311949724224854,0,1.385259616209019,0,0,0
SYR,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,SYR→MXP,0,-0.20999168971614496,0,0.9981934632717635,0,0.8066728414995614,0,0,0
SYZ,PMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,SYZ→PMO,0,-0.17140104887095592,0,1.0431584566951722,0,3.154159415409377,1,1,0
SZX,FCO,1.0,23.0,170.0,0.0,1.0,0.0,0.0,1.0,0.0,63.0,2.0,0.0,0.0,1.0,Shenzhen,Cina,CHN,Roma,5,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,SZX→FCO,0,-0.06434306641185694,1,3.6701683896741053,1,12.403448925261095,1,3,1
SZX,MXP,3.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shenzhen,Cina,CHN,Milano,2,0.0,0.0,MANUALE,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,both,SZX→MXP,0,-0.16186998805039693,1,2.6524289128912875,0,1.463709243465889,0,1,0
TAS,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,TAS→FCO,0,-0.20354885148238427,0,2.01846275753348,0,1.4520060508074122,0,0,0
TAS,MXP,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tashkent,Uzbekistan,UZB,Milano,2,0.0,0.0,INTERPOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left_only,TAS→MXP,0,-0.1806417706467361,0,1.2073536418364077,0,1.830663330879188,0,0,0
TBS,BGY,3.0,0.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tbilisi,Georgia,GEO,Bergamo,2,0.0,0.0,NO REASON PROVIDED,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,both,TBS→BGY,0,-0.11002232818544888,0,1.1147896482077426,0,3.154159415409377,1,1,0
TBS,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,right_only,TBS→FCO,0,-0.1408389602430256,0,1.2244177427725809,0,3.22789921434132,1,1,0
