DEPARTURE_AIRPORT_IATA,ARRIVAL_AIRPORT_IATA,tot_available_inbound_flights,tot_closed_alerts,tot_entries_x,tot_entries_with_alerts,tot_flights_with_alerts,tot_generated_alerts,tot_investigated_entries,tot_investigated_flights,tot_missing_update,tot_negative_outcome,tot_other,tot_relevant_alerts,tot_viewed_not_investigated_flights,DEPARTURE_CITY,DEPARTURE_COUNTRY,DEPARTURE_COUNTRY_CODE,ARRIVAL_CITY,ZONE,n_high_risk,n_medium_risk,alarm_reason_top,tot_entries_y,tot_investigated,tot_alarms,n_records,alarm_intensity,alert_rate,investigation_rate,alert_rate_ALB,pct_nat_ALB,alert_rate_AFG,pct_nat_AFG,alert_rate_doc_N.D.,alert_rate_doc_Carta d'identità,alert_rate_doc_Passaporto,pct_IN ATTESA,pct_SEGNALATO,pct_RESPINTO,pct_OK,data_coverage,route,if_anomaly,if_score,lof_anomaly,lof_score,dbscan_anomaly,z_max,z_anomaly,anomaly_votes,anomaly_consensus,risk_level,quality_note,ci95_low,ci95_high,ci95_str,ci_width,ci_tightness,absolute_alarms,absolute_alarms_log,rate_n,alarms_n,priority_score,rank
IST,FCO,5.0,16.0,922.0,87.0,7.0,73.0,1407.0,4.0,0.0,58.0,0.0,0.0,11.0,Istanbul,Turchia,TUR,Roma,5,1.0,0.0,NO REASON PROVIDED,34.0,34.0,13.0,20.0,0.38235294117647056,0.38235294117647056,1.0,0.5454545454545454,0.45,0.6363636363636364,0.45,0.5454545454545454,0.5,0.16666666666666666,0.42857142857142855,0.21428571428571427,0.14285714285714285,0.07142857142857142,both,IST→FCO,1,0.002218911908003718,0,0.9934988866154999,0,3.1754264805429413,1,2,1,LOW,ok,0.23899964851608782,0.5495928000061734,"[23.9%, 55.0%]",0.3105931514900856,0.6894068485099144,13.0,2.6390573296152584,0.38235294117647056,0.0,0.1582,1
