OCCURRENCES,ARRIVAL_AIRPORT_IATA,DEPARTURE_AIRPORT_IATA,DEPARTURE_DATE,ARRIVAL_AIRPORT_DESCRIPTION,DEPARTURE_AIRPORT_DESCRIPTION,ARRIVAL_CITY,DEPARTURE_CITY,ARRIVAL_COUNTRY_CODE,DEPARTURE_COUNTRY_CODE,ARRIVAL_COUNTRY,DEPARTURE_COUNTRY,ALARM_REASON,OPERATOR_NOTES,RISK_FLAG,DEPARTURE_COUNTRY_FULL,ARRIVAL_COUNTRY_CODE_FULL,ZONE_3,ARRIVAL_COUNTRY_PERCENTAGE,TOTAL_FLIGHTS
Voli investigati (SDI/NSIS - INTERPOL - TSC),CIA,STN,2024-01-08 08:05:00,Ciampino,Stansted,Roma,Nan,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Viaggiatori entrati nel Sistema,TSF,TIA,2024-02-28 16:05:00,Treviso-Sant'Angelo,Rinas Mother Teresa,Treviso,Tirana,ITA,ALB,Italia,Albania,TSC,No information provided,LOW,Albania,ITA,4,Italia,113.0
Nulla a procedere SDI,BGY,LPL,2024-02-11 18:00:00,Orio Al Serio,Liverpool John Lennon,Bergamo,Liverpool,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,5.0
Viaggiatori investigati,MXP,STN,2024-01-31 13:55:00,Malpensa,Stansted,Milano,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,2,Italia,136.0
Viaggiatori entrati nel Sistema,MXP,DOH,2024-01-30 00:00:00,Malpensa,Hamad International,Milano,Doha,ITA,QAT,Italia,Qatar,INTERPOL,No information provided,LOW,Qatar,ITA,2,Italia,207.0
Voli disponibili in ingresso al Sistema,FLR,LCY,2024-01-28 16:10:00,Firenze Peretola,London City,Firenze,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
Voli disponibili in ingresso al Sistema,FCO,LHR,2024-01-21 12:55:00,Fiumicino,London Heathrow,Roma,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
"Voli solo visualizzati, ma NON investigati",TRN,TIA,2024-02-11 19:55:00,Sandro Pertini,Rinas Mother Teresa,Torino,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,1,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),PSA,TIA,2024-01-12 16:10:00,Galileo Galilei,Rinas Mother Teresa,Pisa,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,8,Italia,1.0
Allarmi generati da SDI/NSIS,FCO,LHR,2024-02-23 00:00:00,Fiumicino,London Heathrow,Roma,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Allarmi Chiusi,MXP,AMM,2024-01-04 20:30:00,Malpensa,Queen Alia International,Milano,Amman,ITA,JOR,Italia,Giordania,Manuale,Passeggero noto,LOW,Giordania,ITA,2,Italia,3.0
Viaggiatori con Allarmi,FCO,LGW,2024-01-01 06:40:00,Fiumicino,London Gatwick,Roma,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,5,Italia,2.0
"Voli solo visualizzati, ma NON investigati",FCO,IST,2024-02-26 09:15:00,Fiumicino,Havalimani,Roma,Istanbul,ITA,,Italia,Turchia,Manuale,No information provided,LOW,Turchia,ITA,5,Italia,
Viaggiatori con Allarmi,BLQ,IST,2024-01-05 13:00:00,Guglielmo Marconi,Havalimani,Bologna,Istanbul,ITA,,Italia,Turchia,NSIS,No information provided,LOW,Turchia,ITA,8,Italia,12.0
Viaggiatori entrati nel Sistema,FCO,MBA,2024-01-18 09:45:00,Fiumicino,Moi International,Roma,Mombasa,ITA,KEN,Italia,Kenya,Manuale,No information provided,LOW,Kenya,ITA,5,Italia,337.0
Allarmi Rilevanti,FCO,PEK,2024-01-25 13:25:00,Fiumicino,Beijing Capital International,Roma,Beijing,ITA,CHN,Italia,Cina,INTERPOL,No information provided,LOW,Cina,ITA,5,Italia,1.0
Allarmi Rilevanti,TRN,LGW,2024-02-24 00:00:00,Sandro Pertini,London Gatwick,Torino,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,1,Italia,1.0
Voli disponibili in ingresso al Sistema,VCE,LGW,2024-02-08 19:55:00,Venezia Marco Polo,London Gatwick,Venezia,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
Viaggiatori investigati,MXP,SIN,2024-01-07 23:45:00,Malpensa,Changi,Milano,Singapore,ITA,SGP,Italia,Singapore,No information provided,No information provided,LOW,Singapore,ITA,2,Italia,247.0
Nulla a procedere SDI,MXP,LGW,2024-02-01 00:00:00,Malpensa,London Gatwick,Milano,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,2,Italia,4.0
Viaggiatori con Allarmi,FCO,HND,2024-01-08 13:20:00,Fiumicino,Tokyo International (Haneda),Roma,Tokyo,ITA,JPN,Italia,Giappone,INTERPOL,No information provided,LOW,Giappone,ITA,5,Italia,2.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),LIN,LHR,2024-02-21 07:25:00,Linate,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,DOH,2024-01-01 02:30:00,Fiumicino,Hamad International,Roma,Doha,ITA,QAT,Italia,Qatar,TSC,No information provided,LOW,Qatar,ITA,5,Italia,115.0
Viaggiatori entrati nel Sistema,TRN,LTN,2024-02-25 18:25:00,Sandro Pertini,London Luton,Torino,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,1,Italia,120.0
"Voli solo visualizzati, ma NON investigati",FCO,ATL,2024-02-06 20:15:00,Fiumicino,Hartsfield-Jackson Atlanta International,Roma,Atlanta,ITA,,Italia,Stati Uniti,INTERPOL,No information provided,LOW,Stati Uniti,ITA,5,Italia,1.0
"Voli solo visualizzati, ma NON investigati",VRN,MAN,2024-02-03 00:00:00,Verona Villafranca,Manchester,Verona,Manchester,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
"Voli solo visualizzati, ma NON investigati",MXP,PEK,2024-01-03 01:35:00,Malpensa,Beijing Capital International,Milano,Beijing,ITA,CHN,Italia,Cina,SDI,No information provided,LOW,Cina,ITA,2,Italia,1.0
"Voli solo visualizzati, ma NON investigati",BLQ,LHR,2024-01-25 19:40:00,Guglielmo Marconi,London Heathrow,Bologna,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),MXP,SSH,2024-01-21 13:10:00,Malpensa,Sharm El-Sheikh International,Milano,Sharm El Sheikh,ITA,EGY,Italia,Egitto,No information provided,No information provided,LOW,Egitto,ITA,2,Italia,1.0
Viaggiatori con Allarmi,MXP,ADD,2024-01-06 00:15:00,Malpensa,Bole International,Milano,Addis Ababa,ITA,ETH,Italia,Etiopia,Manuale,No information provided,LOW,Etiopia,ITA,2,Italia,30.0
"Voli solo visualizzati, ma NON investigati",NAP,MAN,2024-02-02 00:00:00,Napoli Capodichino,Manchester,Napoli,Manchester,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,6,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),TSF,LTN,2024-02-07 13:45:00,Treviso-Sant'Angelo,London Luton,Treviso,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
Nulla a procedere SDI,BLQ,LHR,2024-02-29 08:40:00,Guglielmo Marconi,London Heathrow,Bologna,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,8,Italia,7.0
Viaggiatori investigati,FLR,LGW,2024-01-12 15:34:00,Firenze Peretola,London Gatwick,Firenze,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,8,Italia,114.0
Viaggiatori con Allarmi,MXP,AUH,2024-02-07 14:45:00,Malpensa,Abu Dhabi International,Milano,Abu Dhabi,ITA,,Italia,Emirati Arabi Uniti,NSIS,No information provided,LOW,Emirati Arabi Uniti,ITA,2,Italia,20.0
Allarmi Chiusi,MXP,JFK,2024-01-05 19:40:00,Malpensa,John F Kennedy International,Milano,New York,ITA,,Italia,Stati Uniti,SDI,No information provided,LOW,Stati Uniti,ITA,2,Italia,11.0
Viaggiatori con Allarmi,VCE,CMN,2024-01-23 12:55:00,Venezia Marco Polo,Mohamed V,Venezia,Casablanca,ITA,MAR,Italia,Marocco,INTERPOL,No information provided,LOW,Marocco,ITA,4,Italia,52.0
Viaggiatori entrati nel Sistema,PMO,IST,2024-02-09 07:55:00,Punta Raisi,Havalimani,Palermo,Istanbul,ITA,,Italia,Turchia,Manuale,No information provided,LOW,Turchia,ITA,7,Italia,96.0
Viaggiatori investigati,MXP,MAN,2024-01-26 07:45:00,Malpensa,Manchester,Milano,Manchester,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,2,Italia,185.0
Nulla a procedere SDI,MXP,CAI,2024-01-20 09:35:00,Malpensa,Cairo International,Milano,Cairo,ITA,EGY,Italia,Egitto,TSC,No information provided,LOW,Egitto,ITA,2,Italia,
Allarmi generati da SDI/NSIS,PMO,IST,2024-02-09 07:55:00,Punta Raisi,Havalimani,Palermo,Istanbul,ITA,,Italia,Turchia,INTERPOL,No information provided,LOW,Turchia,ITA,7,Italia,6.0
Viaggiatori entrati nel Sistema,BGY,TIA,2024-01-11 06:10:00,Orio Al Serio,Rinas Mother Teresa,Bergamo,Tirana,ITA,ALB,Italia,Albania,NSIS,No information provided,LOW,Albania,ITA,2,Italia,161.0
"Voli solo visualizzati, ma NON investigati",NAP,IST,2024-01-28 00:00:00,Napoli Capodichino,Havalimani,Napoli,Istanbul,ITA,,Italia,Turchia,SDI,No information provided,LOW,Turchia,ITA,6,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),FCO,LHR,2024-01-02 15:50:00,Fiumicino,London Heathrow,Roma,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,EVN,2024-01-24 03:40:00,Fiumicino,Zvartnots,Roma,Yerevan,ITA,ARM,Italia,Armenia,SDI,No information provided,LOW,Armenia,ITA,5,Italia,116.0
Viaggiatori entrati nel Sistema,BLQ,CMN,2024-02-16 12:50:00,Guglielmo Marconi,Mohamed V,Bologna,Casablanca,ITA,MAR,Italia,Marocco,TSC,No information provided,LOW,Marocco,ITA,8,Italia,129.0
Viaggiatori con Allarmi,PSA,STN,2024-01-19 18:15:00,Galileo Galilei,Stansted,Pisa,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,8,Italia,5.0
Allarmi Chiusi,MXP,PEK,2024-01-22 01:35:00,Malpensa,Beijing Capital International,Milano,Beijing,ITA,CHN,Italia,Cina,SDI,No information provided,LOW,Cina,ITA,2,Italia,11.0
Voli con Allarmi,NAP,STN,2024-01-08 17:25:00,Napoli Capodichino,Stansted,Napoli,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,6,Italia,1.0
Voli con Allarmi,BGY,KIV,2024-01-12 13:20:00,Orio Al Serio,Chisinau International Airport,Bergamo,Chisinau,ITA,MDA,Italia,Moldavia,TSC,No information provided,LOW,Moldavia,ITA,2,Italia,1.0
Viaggiatori entrati nel Sistema,BLQ,MAN,2024-01-19 14:45:00,Guglielmo Marconi,Manchester,Bologna,Manchester,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,8,Italia,169.0
Voli con Allarmi,CIA,RAK,2024-01-01 05:45:00,Ciampino,Menara,Roma,Marrakech,ITA,MAR,Italia,Marocco,NSIS,No information provided,LOW,Marocco,ITA,5,Italia,1.0
Voli con Allarmi,BLQ,TIA,2024-02-29 18:10:00,Guglielmo Marconi,Rinas Mother Teresa,Bologna,Tirana,ITA,ALB,Italia,Albania,TSC,No information provided,LOW,Albania,ITA,8,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,BRS,2024-02-21 13:45:00,Fiumicino,Nan,Roma,Bristol,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,5,Italia,163.0
Voli con Allarmi,BGY,SAW,2024-01-02 11:10:00,Orio Al Serio,Sabiha Gokcen,Bergamo,Istanbul,ITA,,Italia,Turchia,INTERPOL,No information provided,LOW,Turchia,ITA,2,Italia,1.0
Allarmi generati da SDI/NSIS,FCO,TIA,2024-01-23 06:10:00,Fiumicino,Rinas Mother Teresa,Roma,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,5,Italia,2.0
Allarmi Chiusi,TRN,LGW,2024-02-23 11:10:00,Sandro Pertini,London Gatwick,Torino,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,1,Italia,2.0
Viaggiatori entrati nel Sistema,TSF,TIA,2024-02-05 11:50:00,Treviso-Sant'Angelo,Rinas Mother Teresa,Treviso,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,4,Italia,151.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),MXP,TLV,2024-01-27 10:00:00,Malpensa,Ben Gurion International,Milano,Tel Aviv,ITA,ISR,Italia,Israele,INTERPOL,No information provided,LOW,Israele,ITA,2,Italia,1.0
Voli con Allarmi,BLQ,SAW,2024-02-10 07:15:00,Guglielmo Marconi,Sabiha Gokcen,Bologna,Istanbul,ITA,,Italia,Turchia,Manuale,No information provided,LOW,Turchia,ITA,8,Italia,1.0
Voli con Allarmi,VCE,MAN,2024-02-24 17:05:00,Venezia Marco Polo,Manchester,Venezia,Manchester,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,4,Italia,1.0
Voli con Allarmi,TSF,TIA,2024-02-19 11:50:00,Treviso-Sant'Angelo,Rinas Mother Teresa,Treviso,Tirana,ITA,ALB,Italia,Albania,Manuale,No information provided,LOW,Albania,ITA,4,Italia,1.0
Errata segnalazione SDI,FCO,LGW,2024-02-18 09:50:00,Fiumicino,Nd,Roma,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Voli con Allarmi,PSA,LGW,2024-02-24 10:50:00,Galileo Galilei,London Gatwick,Pisa,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,8,Italia,
Allarmi generati da SDI/NSIS,BLQ,LHR,2024-02-11 00:00:00,Guglielmo Marconi,London Heathrow,Bologna,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,8,Italia,2.0
Nulla a procedere SDI,BGY,TNG,2024-02-02 16:50:00,Orio Al Serio,Ibn Batouta,Bergamo,Tangier,ITA,MAR,Italia,Marocco,TSC,No information provided,LOW,Marocco,ITA,2,Italia,25.0
Allarmi Chiusi,BLQ,LHR,2024-01-13 08:40:00,Guglielmo Marconi,London Heathrow,Bologna,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
Allarmi generati da SDI/NSIS,VCE,IST,2024-01-28 18:00:00,Venezia Marco Polo,Havalimani,Venezia,Istanbul,ITA,,Italia,Turchia,INTERPOL,No information provided,LOW,Turchia,ITA,4,Italia,14.0
Allarmi generati da SDI/NSIS,MXP,STN,2024-01-03 18:45:00,Malpensa,Stansted,Milano,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,2,Italia,7.0
Viaggiatori entrati nel Sistema,FCO,GRU,2024-02-17 20:40:00,Fiumicino,Sao Paulo/Guarulhos-Governador Andre Franco Montoro International,Roma,Sao Paulo,ITA,BRA,Italia,Brasile,TSC,No information provided,LOW,Brasile,ITA,5,Italia,267.0
Allarmi generati da SDI/NSIS,MXP,STN,2024-01-31 13:55:00,Malpensa,Stansted,Milano,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,2,Italia,
Mancato aggiornamento SDI,CTA,IST,2024-01-28 17:55:00,Fontanarossa,Havalimani,Catania,Istanbul,ITA,,Italia,Turchia,TSC,No information provided,LOW,Turchia,ITA,7,Italia,1.0
"Voli solo visualizzati, ma NON investigati",FCO,LGW,2024-02-18 09:50:00,Fiumicino,London Gatwick,Roma,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,PVG,2024-02-23 12:35:00,Fiumicino,Pu Dong,Roma,Shanghai,ITA,CHN,Italia,Cina,Manuale,No information provided,LOW,Cina,ITA,5,Italia,265.0
Viaggiatori con Allarmi,MXP,LHR,2024-02-20 00:00:00,Malpensa,London Heathrow,Milano,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,2,Italia,4.0
"Voli solo visualizzati, ma NON investigati",BGY,TIA,2024-02-20 14:55:00,Orio Al Serio,Rinas Mother Teresa,Bergamo,Tirana,ITA,ALB,Italia,Albania,No information provided,No information provided,LOW,Albania,ITA,2,Italia,1.0
Allarmi Chiusi,FCO,PEK,2024-01-12 13:25:00,Fiumicino,Beijing Capital International,Roma,Beijing,ITA,CHN,Italia,Cina,No information provided,No information provided,LOW,Cina,ITA,5,Italia,37.0
Voli disponibili in ingresso al Sistema,BGY,TBS,2024-01-05 11:45:00,Orio Al Serio,Tbilisi International,Bergamo,Tbilisi,ITA,GEO,Italia,Georgia,No information provided,No information provided,LOW,Georgia,ITA,2,Italia,1.0
Nulla a procedere SDI,NAP,IST,2024-02-05 08:00:00,Napoli Capodichino,Havalimani,Napoli,Istanbul,ITA,,Italia,Turchia,SDI,No information provided,LOW,Turchia,ITA,6,Italia,4.0
Allarmi Chiusi,MXP,LGW,2024-02-27 00:00:00,Malpensa,London Gatwick,Milano,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,2,Italia,3.0
Allarmi Chiusi,FCO,ADD,2024-02-09 22:40:00,Fiumicino,Bole International,Roma,Addis Ababa,ITA,ETH,Italia,Etiopia,NSIS,No information provided,LOW,Etiopia,ITA,5,Italia,46.0
Viaggiatori con Allarmi,FCO,LGW,2024-02-11 07:30:00,Fiumicino,London Gatwick,Roma,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,5,Italia,1.0
Voli con Allarmi,FLR,LGW,2024-02-05 09:05:00,Firenze Peretola,London Gatwick,Firenze,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
Allarmi Chiusi,CTA,LTN,2024-01-12 07:30:00,Fontanarossa,London Luton,Catania,London,ITA,,Italia,Regno Unito,SDI,No information provided,LOW,Regno Unito,ITA,7,Italia,2.0
Nulla a procedere NSIS,VCE,EVN,2024-01-12 20:45:00,Venezia Marco Polo,Zvartnots,Venezia,Yerevan,ITA,ARM,Italia,Armenia,SDI,No information provided,LOW,Armenia,ITA,4,Italia,2.0
Allarmi Chiusi,CTA,CMN,2024-01-03 15:55:00,Fontanarossa,Mohamed V,Catania,Casablanca,ITA,MAR,Italia,Marocco,NSIS,No information provided,LOW,Marocco,ITA,7,Italia,7.0
Allarmi generati da SDI/NSIS,VCE,STN,2024-01-21 05:55:00,Venezia Marco Polo,Stansted,Venezia,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,4,Italia,4.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),BGY,STN,2024-01-26 07:15:00,Orio Al Serio,Stansted,Bergamo,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),BLQ,BEG,2024-01-21 17:30:00,Guglielmo Marconi,Nikola Tesla,Bologna,Belgrade,ITA,SRB,Italia,Serbia,No information provided,No information provided,LOW,Serbia,ITA,8,Italia,1.0
Voli disponibili in ingresso al Sistema,MXP,SSH,2024-01-02 14:05:00,Malpensa,Sharm El-Sheikh International,Milano,Sharm El Sheikh,ITA,EGY,Italia,Egitto,No information provided,No information provided,LOW,Egitto,ITA,2,Italia,1.0
Viaggiatori investigati,FCO,PEK,2024-02-13 00:00:00,Fiumicino,Beijing Capital International,Roma,Beijing,ITA,CHN,Italia,Cina,No information provided,No information provided,LOW,Cina,ITA,5,Italia,250.0
Allarmi generati da SDI/NSIS,MXP,CAI,2024-02-24 09:35:00,Malpensa,Cairo International,Milano,Cairo,ITA,EGY,Italia,Egitto,SDI,No information provided,LOW,Egitto,ITA,2,Italia,24.0
Allarmi generati da SDI/NSIS,MXP,DXB,2024-02-25 00:00:00,Malpensa,Dubai International,Milano,Dubai,ITA,,Italia,Emirati Arabi Uniti,SDI,No information provided,LOW,Emirati Arabi Uniti,ITA,2,Italia,18.0
Viaggiatori con Allarmi,BLQ,IST,2024-02-24 17:35:00,Guglielmo Marconi,Havalimani,Bologna,Istanbul,ITA,,Italia,Turchia,TSC,No information provided,LOW,Turchia,ITA,8,Italia,22.0
Voli con Allarmi,MXP,TIA,2024-02-15 12:50:00,Malpensa,Rinas Mother Teresa,Milano,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,2,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),GOA,TIA,2024-01-28 19:45:00,Cristoforo Colombo,Rinas Mother Teresa,Genova,Tirana,ITA,ALB,Italia,Albania,TSC,No information provided,LOW,Albania,ITA,1,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,PEK,2024-01-01 13:25:00,Fiumicino,Beijing Capital International,Roma,Beijing,ITA,CHN,Italia,Cina,TSC,No information provided,LOW,Cina,ITA,5,Italia,216.0
Voli con Allarmi,TSF,TIA,2024-01-22 11:50:00,Treviso-Sant'Angelo,Rinas Mother Teresa,Treviso,Tirana,ITA,ALB,Italia,Albania,INTERPOL,No information provided,LOW,Albania,ITA,4,Italia,1.0
Viaggiatori entrati nel Sistema,CTA,STN,2024-01-25 16:15:00,Fontanarossa,Stansted,Catania,London,ITA,,Italia,Regno Unito,Manuale,No information provided,LOW,Regno Unito,ITA,7,Italia,162.0
Allarmi generati da SDI/NSIS,MXP,LGW,2024-02-11 18:30:00,Malpensa,London Gatwick,Milano,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,2,Italia,3.0
Allarmi generati da SDI/NSIS,PSA,LGW,2024-01-04 08:15:00,Galileo Galilei,London Gatwick,Pisa,London,ITA,,Italia,Regno Unito,No information provided,No information provided,LOW,Regno Unito,ITA,8,Italia,1.0
Viaggiatori entrati nel Sistema,FCO,IST,2024-01-16 13:05:00,Fiumicino,Havalimani,Roma,Istanbul,ITA,,Italia,Turchia,INTERPOL,No information provided,LOW,Turchia,ITA,5,Italia,132.0
Viaggiatori entrati nel Sistema,NAP,DXB,,Napoli Capodichino,Dubai International,Napoli,Dubai,ITA,,Italia,Emirati Arabi Uniti,SDI,No information provided,LOW,Emirati Arabi Uniti,ITA,6,Italia,96.0
Viaggiatori entrati nel Sistema,FCO,LHR,2024-02-06 09:20:00,Fiumicino,London Heathrow,Roma,London,ITA,,Italia,Regno Unito,NSIS,No information provided,LOW,Regno Unito,ITA,5,Italia,148.0
Voli con Allarmi,MXP,STN,2024-02-29 12:35:00,Malpensa,Stansted,Milano,London,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,2,Italia,1.0
"Voli solo visualizzati, ma NON investigati",NAP,IST,2024-02-23 17:55:00,Napoli Capodichino,Havalimani,Napoli,Istanbul,ITA,,Italia,Turchia,TSC,No information provided,LOW,Turchia,ITA,6,Italia,1.0
Nulla a procedere SDI,TRN,NCL,2024-01-07 06:00:00,Sandro Pertini,Newcastle,Torino,Newcastle,ITA,,Italia,Regno Unito,INTERPOL,No information provided,LOW,Regno Unito,ITA,1,Italia,1.0
Viaggiatori con Allarmi,MXP,SPX,2024-01-28 22:35:00,Malpensa,Sphinx International,Milano,Giza,ITA,EGY,Italia,Egitto,No information provided,No information provided,LOW,Egitto,ITA,2,Italia,31.0
Viaggiatori entrati nel Sistema,FCO,SIN,2024-01-23 02:05:00,Fiumicino,Changi,Roma,Singapore,ITA,SGP,Italia,Singapore,NSIS,No information provided,LOW,Singapore,ITA,5,Italia,171.0
Viaggiatori investigati,MXP,ADD,2024-02-11 00:05:00,Malpensa,Bole International,Milano,Addis Ababa,ITA,ETH,Italia,Etiopia,NSIS,No information provided,LOW,Etiopia,ITA,2,Italia,328.0
Allarmi generati da SDI/NSIS,MXP,KWI,2024-01-06 08:25:00,Malpensa,Kuwait International,Milano,Kuwait City,ITA,KWT,Italia,Kuwait,INTERPOL,No information provided,LOW,Kuwait,ITA,2,Italia,3.0
Viaggiatori investigati,NAP,LGW,2024-01-15 18:40:00,Napoli Capodichino,London Gatwick,Napoli,London,ITA,,Italia,Regno Unito,TSC,No information provided,LOW,Regno Unito,ITA,6,Italia,140.0
Allarmi Rilevanti,MXP,LRM,2024-01-14 19:30:00,Malpensa,Casa De Campo International,Milano,La Romana,ITA,,Italia,Repubblica Dominicana,Manuale,No information provided,MEDIUM,Repubblica Dominicana,ITA,2,Italia,1.0
Allarmi generati da SDI/NSIS,VRN,RMF,2024-01-05 12:00:00,Verona Villafranca,Marsa Alam International,Verona,Marsa Alam,ITA,EGY,Italia,Egitto,Manuale,No information provided,LOW,Egitto,ITA,4,Italia,13.0
"Voli solo visualizzati, ma NON investigati",BGY,BEG,2024-02-21 20:50:00,Orio Al Serio,Nikola Tesla,Bergamo,Belgrade,ITA,SRB,Italia,Serbia,INTERPOL,No information provided,LOW,Serbia,ITA,2,Italia,1.0
Voli investigati (SDI/NSIS - INTERPOL - TSC),MXP,AMM,2024-01-07 11:00:00,Malpensa,Queen Alia International,Milano,Amman,ITA,JOR,Italia,Giordania,NSIS,No information provided,LOW,Giordania,ITA,2,Italia,1.0
