DEPARTURE_AIRPORT_IATA,ARRIVAL_AIRPORT_IATA,tot_available_inbound_flights,tot_closed_alerts,tot_entries_x,tot_entries_with_alerts,tot_flights_with_alerts,tot_generated_alerts,tot_investigated_entries,tot_investigated_flights,tot_missing_update,tot_negative_outcome,tot_open_alerts,tot_other,tot_relevant_alerts,tot_viewed_not_investigated_flights,DEPARTURE_CITY,DEPARTURE_COUNTRY,DEPARTURE_COUNTRY_CODE,ARRIVAL_CITY,ZONE,n_high_risk,n_medium_risk,alarm_reason_top,tot_entries_y,tot_investigated,tot_alarms,n_records,alarm_intensity,alert_rate,investigation_rate,alert_rate_ALB,pct_nat_ALB,alert_rate_AFG,pct_nat_AFG,alert_rate_Unknown,pct_nat_Unknown,alert_rate_doc_Visto,alert_rate_doc_Permesso di soggiorno,pct_SEGNALATO,pct_IN ATTESA,pct_RESPINTO,pct_FERMATO,route
BEG,MXP,9.0,0.0,87.0,7.0,0.0,7.0,158.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,Belgrade,Serbia,SRB,Milano,2,0.0,0.0,INTERPOL,5.0,5.0,1.0,5.0,0.2,0.2,1.0,0.25,0.8,0.0,0.2,0.0,0.0,0.0,0.5,0.2,0.4,0.0,0.2,BEG→MXP
BEG,PSA,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgrade,Serbia,SRB,Pisa,8,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEG→PSA
BEG,TRS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgrade,Serbia,SRB,Trieste,4,0.0,0.0,MANUALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEG→TRS
BEG,VCE,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgrade,Serbia,SRB,Venezia,4,0.0,0.0,SDI,6.0,6.0,2.0,3.0,0.3333333333333333,0.3333333333333333,1.0,0.4,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.25,0.5,0.0,0.5,0.0,BEG→VCE
BEG,VRN,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belgrade,Serbia,SRB,Verona,4,0.0,0.0,SDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEG→VRN
BEY,FCO,1.0,0.0,0.0,7.0,0.0,12.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Beirut,Libano,LBN,Roma,5,0.0,0.0,INTERPOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEY→FCO
BFS,BGY,1.0,0.0,0.0,0.0,0.0,1.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belfast,Regno Unito,GBR,Bergamo,2,0.0,0.0,NO REASON PROVIDED,10.0,10.0,7.0,6.0,0.7,0.7,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,BFS→BGY
BHX,BGY,1.0,0.0,146.0,0.0,0.0,7.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,Birmingham,Regno Unito,GBR,Bergamo,2,0.0,0.0,NO REASON PROVIDED,15.0,18.0,1.0,9.0,0.05555555555555555,0.05555555555555555,1.2,0.06666666666666667,0.7777777777777778,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.5,0.0,0.25,0.0,BHX→BGY
BHX,FCO,0.0,0.0,532.0,0.0,0.0,0.0,558.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham,Regno Unito,GBR,Roma,5,0.0,0.0,TSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BHX→FCO
BHX,MXP,1.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Birmingham,Regno Unito,GBR,Milano,2,0.0,0.0,SDI,4.0,4.0,1.0,4.0,0.25,0.25,1.0,0.3333333333333333,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,BHX→MXP
BHX,TRN,0.0,0.0,307.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Birmingham,Regno Unito,GBR,Torino,1,0.0,0.0,NO REASON PROVIDED,6.0,9.0,1.0,6.0,0.1111111111111111,0.1111111111111111,1.5,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,BHX→TRN
BHX,VCE,2.0,5.0,142.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Birmingham,Regno Unito,GBR,Venezia,4,0.0,1.0,INTERPOL,8.0,8.0,6.0,6.0,0.75,0.75,1.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,2.5,0.3333333333333333,0.25,0.25,0.25,0.0,BHX→VCE
BHX,VRN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Birmingham,Regno Unito,GBR,Verona,4,0.0,0.0,TSC,6.0,8.0,3.0,5.0,0.375,0.375,1.3333333333333333,0.4,0.8,0.3333333333333333,0.2,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.0,BHX→VRN
BKK,BGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BKK→BGY
BKK,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,2.0,2.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BKK→BLQ
BKK,CTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,BKK→CTA
BKK,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,8.0,7.0,2.0,8.0,0.2857142857142857,0.2857142857142857,0.875,0.4,0.75,0.0,0.0,0.0,0.125,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,BKK→FCO
BKK,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,12.0,12.0,1.0,10.0,0.08333333333333333,0.08333333333333333,1.0,0.08333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,BKK→MXP
BKK,VCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,BKK→VCE
BLR,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BLR→FCO
BLR,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,BLR→MXP
BNE,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BNE→FCO
BOG,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOG→FCO
BOS,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOS→BLQ
BOS,FCO,0.0,0.0,282.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boston,Stati Uniti,USA,Roma,5,0.0,0.0,INTERPOL,3.0,2.0,3.0,2.0,1.5,1.0,0.6666666666666666,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,BOS→FCO
BQH,BLQ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London,Regno Unito,GBR,Bologna,8,0.0,0.0,TSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BQH→BLQ
BQH,CIA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London,Regno Unito,GBR,Roma,5,0.0,0.0,MANUALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BQH→CIA
BQH,FLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,London,Regno Unito,GBR,Firenze,8,0.0,0.0,NSIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BQH→FLR
BQH,LIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London,Regno Unito,GBR,Milano,2,0.0,0.0,TSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BQH→LIN
BQH,TRN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London,Regno Unito,GBR,Torino,1,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BQH→TRN
BQH,VBS,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,London,Regno Unito,GBR,Brescia,2,0.0,0.0,INTERPOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BQH→VBS
BQH,VRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,London,Regno Unito,GBR,Verona,4,0.0,0.0,SDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BQH→VRN
BRS,BGY,1.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bristol,Regno Unito,GBR,Bergamo,2,0.0,0.0,NO REASON PROVIDED,17.0,17.0,1.0,8.0,0.058823529411764705,0.058823529411764705,1.0,0.058823529411764705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,BRS→BGY
BRS,FCO,2.0,3.0,336.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Bristol,Regno Unito,GBR,Roma,5,0.0,0.0,MANUALE,6.0,5.0,3.0,5.0,0.6,0.6,0.8333333333333334,0.6,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,0.25,BRS→FCO
BRS,MXP,1.0,5.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bristol,Regno Unito,GBR,Milano,2,0.0,0.0,INTERPOL,6.0,6.0,1.0,3.0,0.16666666666666666,0.16666666666666666,1.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,BRS→MXP
BRS,PSA,0.0,0.0,160.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Bristol,Regno Unito,GBR,Pisa,8,0.0,0.0,INTERPOL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,BRS→PSA
BRS,TRN,1.0,0.0,88.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Bristol,Regno Unito,GBR,Torino,1,0.0,0.0,NO REASON PROVIDED,3.0,3.0,1.0,3.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,BRS→TRN
BRS,VCE,1.0,0.0,146.0,0.0,3.0,4.0,164.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Bristol,Regno Unito,GBR,Venezia,4,0.0,0.0,INTERPOL,8.0,8.0,2.0,4.0,0.25,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,BRS→VCE
BRS,VRN,0.0,0.0,335.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bristol,Regno Unito,GBR,Verona,4,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRS→VRN
BSB,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BSB→FCO
CAI,BGY,6.0,0.0,458.0,124.0,0.0,169.0,423.0,0.0,0.0,95.0,0.0,0.0,0.0,1.0,Cairo,Egitto,EGY,Bergamo,2,0.0,0.0,INTERPOL,7.0,7.0,2.0,5.0,0.2857142857142857,0.2857142857142857,1.0,0.4,0.6,0.0,0.0,0.0,0.2,0.0,0.25,0.5,0.0,0.0,0.0,CAI→BGY
CAI,FCO,9.0,27.0,933.0,7.0,7.0,42.0,215.0,5.0,0.0,28.0,0.0,0.0,2.0,6.0,Cairo,Egitto,EGY,Roma,5,0.0,0.0,NO REASON PROVIDED,7.0,8.0,0.0,5.0,0.0,0.0,1.1428571428571428,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,CAI→FCO
CAI,MXP,5.0,41.0,907.0,133.0,10.0,146.0,1069.0,6.0,0.0,7.0,0.0,1.0,0.0,5.0,Cairo,Egitto,EGY,Milano,2,0.0,0.0,TSC,6.0,11.0,0.0,5.0,0.0,0.0,1.8333333333333333,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.2,CAI→MXP
CAN,FCO,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Guangzhou,Cina,CHN,Roma,5,0.0,0.0,MANUALE,5.0,6.0,0.0,3.0,0.0,0.0,1.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,CAN→FCO
CAN,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,4.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,CAN→MXP
CEB,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,2.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,CEB→MXP
CGK,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,2.0,1.0,4.0,2.0,4.0,1.0,0.5,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,CGK→FCO
CGK,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,7.0,6.0,5.0,4.0,0.8333333333333334,0.8333333333333334,0.8571428571428571,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.0,CGK→MXP
CGO,MXP,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Zhengzhou,Cina,CHN,Milano,2,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CGO→MXP
CKG,FCO,0.0,0.0,328.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chongqing,Cina,CHN,Roma,5,0.0,0.0,INTERPOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CKG→FCO
CLE,FLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE→FLR
CLE,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,4.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,CLE→MXP
CMN,BGY,2.0,49.0,163.0,98.0,1.0,87.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Casablanca,Marocco,MAR,Bergamo,2,0.0,0.0,NO REASON PROVIDED,1.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CMN→BGY
CMN,BLQ,4.0,44.0,437.0,75.0,1.0,70.0,335.0,3.0,0.0,132.0,0.0,1.0,4.0,6.0,Casablanca,Marocco,MAR,Bologna,8,0.0,0.0,NO REASON PROVIDED,3.0,3.0,2.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,CMN→BLQ
CMN,CTA,0.0,89.0,121.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Casablanca,Marocco,MAR,Catania,7,0.0,0.0,INTERPOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CMN→CTA
CMN,CUF,1.0,0.0,0.0,0.0,1.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,Casablanca,Marocco,MAR,Cuneo,1,0.0,0.0,SDI,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CMN→CUF
CMN,FCO,4.0,66.0,140.0,89.0,2.0,0.0,255.0,2.0,0.0,49.0,0.0,0.0,3.0,2.0,Casablanca,Marocco,MAR,Roma,5,0.0,0.0,INTERPOL,6.0,6.0,1.0,3.0,0.16666666666666666,0.16666666666666666,1.0,0.25,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,CMN→FCO
CMN,MXP,4.0,19.0,462.0,47.0,4.0,0.0,508.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,Casablanca,Marocco,MAR,Milano,2,0.0,0.0,NO REASON PROVIDED,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CMN→MXP
CMN,NAP,1.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Casablanca,Marocco,MAR,Napoli,6,0.0,0.0,INTERPOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CMN→NAP
CMN,PSA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,Casablanca,Marocco,MAR,Pisa,8,0.0,0.0,NO REASON PROVIDED,3.0,3.0,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,CMN→PSA
CMN,TRN,1.0,49.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Casablanca,Marocco,MAR,Torino,1,0.0,0.0,NSIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CMN→TRN
CMN,VCE,0.0,27.0,0.0,52.0,2.0,147.0,155.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Casablanca,Marocco,MAR,Venezia,4,1.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CMN→VCE
CUN,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Cancun,Messico,MEX,Roma,5,0.0,0.0,SDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUN→FCO
CUN,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Cancun,Messico,MEX,Milano,2,0.0,0.0,NSIS,3.0,3.0,1.0,3.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CUN→MXP
CVG,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CVG→MXP
DAR,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DAR→BLQ
DAR,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,2.0,1.0,3.0,2.0,3.0,1.0,0.5,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAR→FCO
DAR,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,2.0,2.0,1.0,2.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,DAR→MXP
DEL,FCO,5.0,17.0,487.0,22.0,1.0,14.0,288.0,3.0,0.0,52.0,0.0,0.0,0.0,2.0,New Delhi,India,IND,Roma,5,0.0,0.0,NO REASON PROVIDED,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DEL→FCO
DEL,MXP,0.0,27.0,264.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,0.0,0.0,0.0,1.0,New Delhi,India,IND,Milano,2,0.0,0.0,INTERPOL,3.0,3.0,1.0,3.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,DEL→MXP
DEL,VCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEL→VCE
DFW,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DFW→BLQ
DFW,FCO,3.0,0.0,0.0,0.0,2.0,5.0,132.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Dallas-Fort Worth,Stati Uniti,USA,Roma,5,0.0,0.0,SDI,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DFW→FCO
