DEPARTURE_AIRPORT_IATA,ARRIVAL_AIRPORT_IATA,tot_available_inbound_flights,tot_closed_alerts,tot_entries_x,tot_entries_with_alerts,tot_flights_with_alerts,tot_generated_alerts,tot_investigated_entries,tot_investigated_flights,tot_missing_update,tot_negative_outcome,tot_open_alerts,tot_other,tot_relevant_alerts,tot_viewed_not_investigated_flights,DEPARTURE_CITY,DEPARTURE_COUNTRY,DEPARTURE_COUNTRY_CODE,ARRIVAL_CITY,ZONE,n_high_risk,n_medium_risk,alarm_reason_top,tot_entries_y,tot_investigated,tot_alarms,n_records,alarm_intensity,alert_rate,investigation_rate,alert_rate_ALB,pct_nat_ALB,alert_rate_AFG,pct_nat_AFG,alert_rate_Unknown,pct_nat_Unknown,alert_rate_doc_Visto,alert_rate_doc_Permesso di soggiorno,pct_SEGNALATO,pct_IN ATTESA,pct_RESPINTO,pct_FERMATO,route
DFW,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DFW→MXP
DMM,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DMM→BLQ
DMM,FCO,0.0,0.0,322.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Dammam,Arabia Saudita,SAU,Roma,5,0.0,0.0,NSIS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DMM→FCO
DOH,FCO,4.0,52.0,904.0,23.0,10.0,65.0,581.0,1.0,0.0,44.0,0.0,0.0,0.0,7.0,Doha,Qatar,QAT,Roma,5,1.0,0.0,NSIS,3.0,3.0,1.0,3.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,1.0,DOH→FCO
DOH,MXP,6.0,43.0,1566.0,146.0,6.0,102.0,1527.0,7.0,0.0,63.0,0.0,0.0,0.0,5.0,Doha,Qatar,QAT,Milano,2,1.0,1.0,MANUALE,6.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.5,0.0,0.0,DOH→MXP
DPS,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,4.0,6.0,0.0,1.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPS→BLQ
DPS,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,3.0,2.0,0.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,DPS→FCO
DPS,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,3.0,3.0,1.0,3.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,DPS→MXP
DSS,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,Dakar,Senegal,SEN,Roma,5,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DSS→FCO
DSS,MXP,0.0,0.0,296.0,188.0,1.0,0.0,291.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,Dakar,Senegal,SEN,Milano,2,0.0,0.0,NO REASON PROVIDED,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DSS→MXP
DTW,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,3.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,DTW→FCO
DTW,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DTW→MXP
DUR,NAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DUR→NAP
DWC,CIA,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai,Emirati Arabi Uniti,ARE,Roma,5,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DWC→CIA
DWC,FCO,1.0,0.0,185.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai,Emirati Arabi Uniti,ARE,Roma,5,0.0,0.0,MANUALE,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DWC→FCO
DWC,MXP,0.0,0.0,0.0,30.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai,Emirati Arabi Uniti,ARE,Milano,2,1.0,0.0,INTERPOL,3.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,DWC→MXP
DWC,PMO,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai,Emirati Arabi Uniti,ARE,Palermo,7,0.0,0.0,SDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DWC→PMO
DWC,VCE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai,Emirati Arabi Uniti,ARE,Venezia,4,0.0,0.0,INTERPOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DWC→VCE
DXB,BGY,3.0,0.0,277.0,32.0,1.0,10.0,671.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,Dubai,Emirati Arabi Uniti,ARE,Bergamo,2,0.0,0.0,SDI,45.0,45.0,12.0,20.0,0.26666666666666666,0.26666666666666666,1.0,0.32,0.6,0.0,0.0,0.0,0.05,0.0,0.1111111111111111,0.2777777777777778,0.05555555555555555,0.1111111111111111,0.3333333333333333,DXB→BGY
DXB,BLQ,0.0,47.0,483.0,40.0,0.0,103.0,354.0,2.0,0.0,28.0,0.0,0.0,6.0,2.0,Dubai,Emirati Arabi Uniti,ARE,Bologna,8,0.0,1.0,SDI,25.0,27.0,9.0,15.0,0.3333333333333333,0.3333333333333333,1.08,0.34615384615384615,0.9333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.3333333333333333,0.3,0.1,0.2,0.1,DXB→BLQ
DXB,CTA,0.0,18.0,207.0,43.0,0.0,0.0,108.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,Dubai,Emirati Arabi Uniti,ARE,Catania,7,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DXB→CTA
DXB,FCO,2.0,122.0,850.0,10.0,1.0,114.0,328.0,2.0,0.0,37.0,0.0,0.0,0.0,3.0,Dubai,Emirati Arabi Uniti,ARE,Roma,5,0.0,0.0,NO REASON PROVIDED,45.0,44.0,10.0,26.0,0.22727272727272727,0.22727272727272727,0.9777777777777777,0.25,0.7307692307692307,0.14285714285714285,0.15384615384615385,0.2,0.11538461538461539,0.13333333333333333,0.2,0.3157894736842105,0.2631578947368421,0.21052631578947367,0.15789473684210525,DXB→FCO
DXB,LIN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dubai,Emirati Arabi Uniti,ARE,Milano,2,0.0,0.0,INTERPOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DXB→LIN
DXB,MXP,0.0,48.0,1047.0,131.0,4.0,64.0,276.0,1.0,0.0,22.0,0.0,0.0,5.0,6.0,Dubai,Emirati Arabi Uniti,ARE,Milano,2,0.0,0.0,NO REASON PROVIDED,63.0,73.0,29.0,38.0,0.3972602739726027,0.3972602739726027,1.1587301587301588,0.4,0.9210526315789473,0.0,0.02631578947368421,0.5,0.05263157894736842,0.42857142857142855,0.5,0.2727272727272727,0.13636363636363635,0.3181818181818182,0.09090909090909091,DXB→MXP
DXB,NAP,4.0,4.0,444.0,21.0,3.0,30.0,72.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Dubai,Emirati Arabi Uniti,ARE,Napoli,6,0.0,1.0,MANUALE,8.0,8.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DXB→NAP
DXB,PSA,2.0,0.0,0.0,32.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,Dubai,Emirati Arabi Uniti,ARE,Pisa,8,0.0,0.0,NO REASON PROVIDED,5.0,5.0,2.0,4.0,0.4,0.4,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,DXB→PSA
DXB,VCE,3.0,20.0,559.0,74.0,3.0,83.0,0.0,1.0,0.0,38.0,0.0,0.0,0.0,2.0,Dubai,Emirati Arabi Uniti,ARE,Venezia,4,0.0,0.0,NO REASON PROVIDED,2.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DXB→VCE
EDI,BGY,3.0,0.0,0.0,0.0,2.0,4.0,192.0,3.0,0.0,6.0,0.0,0.0,0.0,4.0,Edinburgh,Regno Unito,GBR,Bergamo,2,0.0,0.0,NSIS,5.0,5.0,1.0,4.0,0.2,0.2,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,EDI→BGY
EDI,CIA,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edinburgh,Regno Unito,GBR,Roma,5,0.0,0.0,NO REASON PROVIDED,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDI→CIA
EDI,MXP,1.0,5.0,295.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,Edinburgh,Regno Unito,GBR,Milano,2,0.0,0.0,INTERPOL,4.0,4.0,1.0,2.0,0.25,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,EDI→MXP
EDI,NAP,0.0,0.0,0.0,9.0,0.0,0.0,342.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Edinburgh,Regno Unito,GBR,Napoli,6,0.0,0.0,NO REASON PROVIDED,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,EDI→NAP
EDI,PMF,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edinburgh,Regno Unito,GBR,Parma,8,0.0,0.0,INTERPOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDI→PMF
EDI,TRN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edinburgh,Regno Unito,GBR,Torino,1,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDI→TRN
EDI,VCE,2.0,0.0,315.0,4.0,0.0,15.0,465.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,Edinburgh,Regno Unito,GBR,Venezia,4,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDI→VCE
ELQ,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ELQ→FCO
EMA,BGY,2.0,0.0,179.0,27.0,0.0,0.0,169.0,0.0,0.0,16.0,0.0,2.0,0.0,1.0,Derby,Regno Unito,GBR,Bergamo,2,0.0,0.0,NO REASON PROVIDED,10.0,10.0,2.0,6.0,0.2,0.2,1.0,0.2222222222222222,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.4,0.2,0.2,0.2,EMA→BGY
EMA,CIA,0.0,0.0,134.0,0.0,3.0,0.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Derby,Regno Unito,GBR,Roma,5,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EMA→CIA
EMA,TRN,1.0,0.0,0.0,0.0,0.0,0.0,183.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Derby,Regno Unito,GBR,Torino,1,0.0,0.0,MANUALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EMA→TRN
ESB,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ESB→FCO
ESB,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESB→MXP
EVN,FCO,1.0,0.0,232.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Yerevan,Armenia,ARM,Roma,5,0.0,0.0,NSIS,3.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,EVN→FCO
EVN,MXP,0.0,6.0,155.0,6.0,2.0,5.0,228.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Yerevan,Armenia,ARM,Milano,2,0.0,0.0,NO REASON PROVIDED,4.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,EVN→MXP
EVN,VCE,0.0,0.0,90.0,0.0,0.0,20.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,Yerevan,Armenia,ARM,Venezia,4,0.0,0.0,SDI,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,EVN→VCE
EWR,FCO,1.0,3.0,538.0,14.0,4.0,15.0,499.0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,Newark,Stati Uniti,USA,Roma,5,1.0,0.0,INTERPOL,11.0,9.0,6.0,8.0,0.6666666666666666,0.6666666666666666,0.8181818181818182,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,EWR→FCO
EWR,MXP,2.0,6.0,870.0,2.0,1.0,21.0,761.0,2.0,0.0,8.0,0.0,0.0,0.0,5.0,Newark,Stati Uniti,USA,Milano,2,0.0,0.0,MANUALE,30.0,32.0,9.0,20.0,0.28125,0.28125,1.0666666666666667,0.2413793103448276,0.85,0.0,0.0,0.6666666666666666,0.15,0.6,0.4,0.1,0.2,0.3,0.2,EWR→MXP
EWR,VCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,EWR→VCE
EZE,FCO,3.0,11.0,1028.0,0.0,1.0,0.0,2142.0,5.0,0.0,10.0,0.0,0.0,0.0,4.0,Buenos Aires,Argentina,ARG,Roma,5,2.0,0.0,TSC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EZE→FCO
EZE,LIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,EZE→LIN
EZE,VCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EZE→VCE
FAB,BZO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Farnborough,Regno Unito,GBR,Bolzano,4,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAB→BZO
FAB,LIN,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Farnborough,Regno Unito,GBR,Milano,2,0.0,0.0,MANUALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAB→LIN
FAB,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Farnborough,Regno Unito,GBR,Milano,2,0.0,0.0,SDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAB→MXP
FAB,OLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Farnborough,Regno Unito,GBR,Olbia,5,0.0,0.0,SDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAB→OLB
FEZ,BGY,0.0,25.0,189.0,19.0,1.0,141.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,Fes,Marocco,MAR,Bergamo,2,0.0,0.0,INTERPOL,2.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,FEZ→BGY
FIH,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,FIH→FCO
FLL,MXP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FLL→MXP
FRA,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,FRA→FCO
FRU,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,FRU→BLQ
FUK,FCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,FUK→FCO
GIG,FCO,1.0,0.0,519.0,0.0,2.0,11.0,511.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,Rio de Janeiro,Brasile,BRA,Roma,5,1.0,0.0,NO REASON PROVIDED,5.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GIG→FCO
GIG,LIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,2.0,3.0,2.0,2.0,0.6666666666666666,0.6666666666666666,1.5,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,GIG→LIN
GLA,FCO,1.0,0.0,173.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Glasgow,Regno Unito,GBR,Roma,5,0.0,0.0,NO REASON PROVIDED,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,GLA→FCO
GLA,TRN,1.0,0.0,0.0,2.0,0.0,0.0,165.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Glasgow,Regno Unito,GBR,Torino,1,0.0,0.0,NO REASON PROVIDED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLA→TRN
GLA,VRN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Glasgow,Regno Unito,GBR,Verona,4,0.0,0.0,MANUALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLA→VRN
GRU,FCO,4.0,8.0,1843.0,19.0,3.0,11.0,1112.0,2.0,0.0,17.0,1.0,0.0,1.0,2.0,Sao Paulo,Brasile,BRA,Roma,5,0.0,0.0,NO REASON PROVIDED,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GRU→FCO
GRU,FLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,GRU→FLR
GRU,LIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GRU→LIN
GRU,MXP,1.0,0.0,784.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,Sao Paulo,Brasile,BRA,Milano,2,0.0,0.0,SDI,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,GRU→MXP
GRU,VCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GRU→VCE
GYD,FCO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Baku,Azerbaigian,AZE,Roma,5,0.0,0.0,MANUALE,5.0,3.0,4.0,5.0,1.3333333333333333,1.0,0.6,1.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,GYD→FCO
GYD,MXP,0.0,5.0,0.0,17.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Baku,Azerbaigian,AZE,Milano,2,0.0,0.0,SDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GYD→MXP
GZT,BLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0.0,0.0,,3.0,3.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,GZT→BLQ
